Source,Target
Rostand Edson Oliveira Costa,Raoni Kulesza
Rostand Edson Oliveira Costa,Guido Lemos Souza Filho
Tiago Maritan Ugulino Araújo,Gutenberg Pessoa Botelho Neto
Tiago Maritan Ugulino Araújo,Danilo Assis Nobre dos Santos Silva
Tiago Maritan Ugulino Araújo,Raoni Kulesza
Tiago Maritan Ugulino Araújo,Guido Lemos Souza Filho
Gutenberg Pessoa Botelho Neto,Danilo Assis Nobre dos Santos Silva
Gutenberg Pessoa Botelho Neto,Raoni Kulesza
Gutenberg Pessoa Botelho Neto,Guido Lemos Souza Filho
Danilo Assis Nobre dos Santos Silva,Raoni Kulesza
Danilo Assis Nobre dos Santos Silva,Guido Lemos Souza Filho
Raoni Kulesza,Guido Lemos Souza Filho
Danilo Assis Nobre,Tiago Maritan U de Araújo
Danilo Assis Nobre,Pollyane Carvalho
Danilo Assis Nobre,Mateus Ferreira
Danilo Assis Nobre,Iris Regina Nascimento
Danilo Assis Nobre,Guido Lemos Filho
Tiago Maritan U de Araújo,Pollyane Carvalho
Tiago Maritan U de Araújo,Mateus Ferreira
Tiago Maritan U de Araújo,Iris Regina Nascimento
Tiago Maritan U de Araújo,Guido Lemos Filho
Pollyane Carvalho,Mateus Ferreira
Pollyane Carvalho,Iris Regina Nascimento
Pollyane Carvalho,Guido Lemos Filho
Mateus Ferreira,Iris Regina Nascimento
Mateus Ferreira,Guido Lemos Filho
Iris Regina Nascimento,Guido Lemos Filho
Tiago Maritan Ugulino de Araújo,Lucídio dos Anjos Formiga Cabral
Tiago Maritan Ugulino de Araújo,Roberto Quirino do Nascimento
Lucídio dos Anjos Formiga Cabral,Roberto Quirino do Nascimento
Carlos Eduardo CF Batista,Thiago Curvelo dos Anjos
Carlos Eduardo CF Batista,Derzu Omaia
Carlos Eduardo CF Batista,Tiago Maritan U de Araújo
Carlos Eduardo CF Batista,Francisco Vilar Brasileiro
Carlos Eduardo CF Batista,Guido Lemos de Souza Filho
Thiago Curvelo dos Anjos,Derzu Omaia
Thiago Curvelo dos Anjos,Tiago Maritan U de Araújo
Thiago Curvelo dos Anjos,Francisco Vilar Brasileiro
Thiago Curvelo dos Anjos,Guido Lemos de Souza Filho
Derzu Omaia,Tiago Maritan U de Araújo
Derzu Omaia,Francisco Vilar Brasileiro
Derzu Omaia,Guido Lemos de Souza Filho
Tiago Maritan U de Araújo,Francisco Vilar Brasileiro
Tiago Maritan U de Araújo,Guido Lemos de Souza Filho
Francisco Vilar Brasileiro,Guido Lemos de Souza Filho
Richelieu RA Costa,Derzu Omaia
Richelieu RA Costa,Tiago MU Araújo
Richelieu RA Costa,Jóison O Pereira
Richelieu RA Costa,Miguel PS Cruz
Richelieu RA Costa,Matheus M Barbosa
Richelieu RA Costa,Rafael Toscano
Richelieu RA Costa,Guido LS Filho
Derzu Omaia,Tiago MU Araújo
Derzu Omaia,Jóison O Pereira
Derzu Omaia,Miguel PS Cruz
Derzu Omaia,Matheus M Barbosa
Derzu Omaia,Rafael Toscano
Derzu Omaia,Guido LS Filho
Tiago MU Araújo,Jóison O Pereira
Tiago MU Araújo,Miguel PS Cruz
Tiago MU Araújo,Matheus M Barbosa
Tiago MU Araújo,Rafael Toscano
Tiago MU Araújo,Guido LS Filho
Jóison O Pereira,Miguel PS Cruz
Jóison O Pereira,Matheus M Barbosa
Jóison O Pereira,Rafael Toscano
Jóison O Pereira,Guido LS Filho
Miguel PS Cruz,Matheus M Barbosa
Miguel PS Cruz,Rafael Toscano
Miguel PS Cruz,Guido LS Filho
Matheus M Barbosa,Rafael Toscano
Matheus M Barbosa,Guido LS Filho
Rafael Toscano,Guido LS Filho
Daniel C França,Tiago MU Araújo
Daniel C França,Rostand EO Costa
Tiago MU Araújo,Rostand EO Costa
Richelieu RA Costa,Raoni Kulesza
Richelieu RA Costa,Rafael MT Nobrega
Richelieu RA Costa,Daniel C França
Richelieu RA Costa,Tiago MU Araújo
Richelieu RA Costa,Rostand EO Costa
Richelieu RA Costa,Guido LS Filho
Raoni Kulesza,Rafael MT Nobrega
Raoni Kulesza,Daniel C França
Raoni Kulesza,Tiago MU Araújo
Raoni Kulesza,Rostand EO Costa
Raoni Kulesza,Guido LS Filho
Rafael MT Nobrega,Daniel C França
Rafael MT Nobrega,Tiago MU Araújo
Rafael MT Nobrega,Rostand EO Costa
Rafael MT Nobrega,Guido LS Filho
Daniel C França,Tiago MU Araújo
Daniel C França,Rostand EO Costa
Daniel C França,Guido LS Filho
Tiago MU Araújo,Rostand EO Costa
Tiago MU Araújo,Guido LS Filho
Rostand EO Costa,Guido LS Filho
João Rafael Chaves De Araújo Silva,Yuska Paola Costa Aguiar
João Rafael Chaves De Araújo Silva,Tiago Maritan Ugulino De Araújo
Yuska Paola Costa Aguiar,Tiago Maritan Ugulino De Araújo
Marcos Henrique Alves da Silva,Tiago Maritan Ugulino de Araújo
Marcos Henrique Alves da Silva,Rostand Edson Oliveira Costa
Marcos Henrique Alves da Silva,Samuel de Moura Moreira
Marcos Henrique Alves da Silva,Lucas Moreira
Marcos Henrique Alves da Silva,Silva Alves
Tiago Maritan Ugulino de Araújo,Rostand Edson Oliveira Costa
Tiago Maritan Ugulino de Araújo,Samuel de Moura Moreira
Tiago Maritan Ugulino de Araújo,Lucas Moreira
Tiago Maritan Ugulino de Araújo,Silva Alves
Rostand Edson Oliveira Costa,Samuel de Moura Moreira
Rostand Edson Oliveira Costa,Lucas Moreira
Rostand Edson Oliveira Costa,Silva Alves
Samuel de Moura Moreira,Lucas Moreira
Samuel de Moura Moreira,Silva Alves
Lucas Moreira,Silva Alves
Antonio Sérgio Silva,José Manuel Mendes
Antonio Sérgio Silva,Tiago Araujo
Antonio Sérgio Silva,Carlos Aroso
Antonio Sérgio Silva,Pedro Barreiros
José Manuel Mendes,Tiago Araujo
José Manuel Mendes,Carlos Aroso
José Manuel Mendes,Pedro Barreiros
Tiago Araujo,Carlos Aroso
Tiago Araujo,Pedro Barreiros
Carlos Aroso,Pedro Barreiros
Rafael Cordeiro,Tiago Araújo
Rafael Cordeiro,Yuska Aguiar
Tiago Araújo,Yuska Aguiar
Erickson S de Oliveira,Manuella ACB Lima
Erickson S de Oliveira,Tiago MU de Araújo
Manuella ACB Lima,Tiago MU de Araújo
Yúrika Sato Nóbrega,Tiago Maritan U de Araújo
Yúrika Sato Nóbrega,Tatiana Aires Tavares
Yúrika Sato Nóbrega,Ermeson David Feliciano Lira
Yúrika Sato Nóbrega,Renan Soares de Andrade
Tiago Maritan U de Araújo,Tatiana Aires Tavares
Tiago Maritan U de Araújo,Ermeson David Feliciano Lira
Tiago Maritan U de Araújo,Renan Soares de Andrade
Tatiana Aires Tavares,Ermeson David Feliciano Lira
Tatiana Aires Tavares,Renan Soares de Andrade
Ermeson David Feliciano Lira,Renan Soares de Andrade
Jean Carlo Faustino,Rafael de Tommaso do Valle
Jean Carlo Faustino,Tiago Maritan Ugulino de Araújo
Jean Carlo Faustino,Felipe Lacet Silva Ferreira
Rafael de Tommaso do Valle,Tiago Maritan Ugulino de Araújo
Rafael de Tommaso do Valle,Felipe Lacet Silva Ferreira
Tiago Maritan Ugulino de Araújo,Felipe Lacet Silva Ferreira
N Hauser,E Guimarães
N Hauser,M Velcic
N Hauser,D Do Carmo
N Hauser,T de Almeida
N Hauser,J Garnier
N Hauser,LC Vieira
N Hauser,GCF Valadares
N Hauser,MV Brandão
N Hauser,RR Adorno
N Hauser,MC de Araujo
N Hauser,MG Pereira
N Hauser,A Guerra
N Hauser,S Cunha
N Hauser,KS Silva
N Hauser,MG Rocha
N Hauser,A von Glehn
N Hauser,T Araújo
N Hauser,J Carneiro
N Hauser,DEM de Oliveira
N Hauser,RTP Citon
N Hauser,R Dantas
N Hauser,LVR Ferreira
N Hauser,E Yokoyama
N Hauser,WU Reimold
E Guimarães,M Velcic
E Guimarães,D Do Carmo
E Guimarães,T de Almeida
E Guimarães,J Garnier
E Guimarães,LC Vieira
E Guimarães,GCF Valadares
E Guimarães,MV Brandão
E Guimarães,RR Adorno
E Guimarães,MC de Araujo
E Guimarães,MG Pereira
E Guimarães,A Guerra
E Guimarães,S Cunha
E Guimarães,KS Silva
E Guimarães,MG Rocha
E Guimarães,A von Glehn
E Guimarães,T Araújo
E Guimarães,J Carneiro
E Guimarães,DEM de Oliveira
E Guimarães,RTP Citon
E Guimarães,R Dantas
E Guimarães,LVR Ferreira
E Guimarães,E Yokoyama
E Guimarães,WU Reimold
M Velcic,D Do Carmo
M Velcic,T de Almeida
M Velcic,J Garnier
M Velcic,LC Vieira
M Velcic,GCF Valadares
M Velcic,MV Brandão
M Velcic,RR Adorno
M Velcic,MC de Araujo
M Velcic,MG Pereira
M Velcic,A Guerra
M Velcic,S Cunha
M Velcic,KS Silva
M Velcic,MG Rocha
M Velcic,A von Glehn
M Velcic,T Araújo
M Velcic,J Carneiro
M Velcic,DEM de Oliveira
M Velcic,RTP Citon
M Velcic,R Dantas
M Velcic,LVR Ferreira
M Velcic,E Yokoyama
M Velcic,WU Reimold
D Do Carmo,T de Almeida
D Do Carmo,J Garnier
D Do Carmo,LC Vieira
D Do Carmo,GCF Valadares
D Do Carmo,MV Brandão
D Do Carmo,RR Adorno
D Do Carmo,MC de Araujo
D Do Carmo,MG Pereira
D Do Carmo,A Guerra
D Do Carmo,S Cunha
D Do Carmo,KS Silva
D Do Carmo,MG Rocha
D Do Carmo,A von Glehn
D Do Carmo,T Araújo
D Do Carmo,J Carneiro
D Do Carmo,DEM de Oliveira
D Do Carmo,RTP Citon
D Do Carmo,R Dantas
D Do Carmo,LVR Ferreira
D Do Carmo,E Yokoyama
D Do Carmo,WU Reimold
T de Almeida,J Garnier
T de Almeida,LC Vieira
T de Almeida,GCF Valadares
T de Almeida,MV Brandão
T de Almeida,RR Adorno
T de Almeida,MC de Araujo
T de Almeida,MG Pereira
T de Almeida,A Guerra
T de Almeida,S Cunha
T de Almeida,KS Silva
T de Almeida,MG Rocha
T de Almeida,A von Glehn
T de Almeida,T Araújo
T de Almeida,J Carneiro
T de Almeida,DEM de Oliveira
T de Almeida,RTP Citon
T de Almeida,R Dantas
T de Almeida,LVR Ferreira
T de Almeida,E Yokoyama
T de Almeida,WU Reimold
J Garnier,LC Vieira
J Garnier,GCF Valadares
J Garnier,MV Brandão
J Garnier,RR Adorno
J Garnier,MC de Araujo
J Garnier,MG Pereira
J Garnier,A Guerra
J Garnier,S Cunha
J Garnier,KS Silva
J Garnier,MG Rocha
J Garnier,A von Glehn
J Garnier,T Araújo
J Garnier,J Carneiro
J Garnier,DEM de Oliveira
J Garnier,RTP Citon
J Garnier,R Dantas
J Garnier,LVR Ferreira
J Garnier,E Yokoyama
J Garnier,WU Reimold
LC Vieira,GCF Valadares
LC Vieira,MV Brandão
LC Vieira,RR Adorno
LC Vieira,MC de Araujo
LC Vieira,MG Pereira
LC Vieira,A Guerra
LC Vieira,S Cunha
LC Vieira,KS Silva
LC Vieira,MG Rocha
LC Vieira,A von Glehn
LC Vieira,T Araújo
LC Vieira,J Carneiro
LC Vieira,DEM de Oliveira
LC Vieira,RTP Citon
LC Vieira,R Dantas
LC Vieira,LVR Ferreira
LC Vieira,E Yokoyama
LC Vieira,WU Reimold
GCF Valadares,MV Brandão
GCF Valadares,RR Adorno
GCF Valadares,MC de Araujo
GCF Valadares,MG Pereira
GCF Valadares,A Guerra
GCF Valadares,S Cunha
GCF Valadares,KS Silva
GCF Valadares,MG Rocha
GCF Valadares,A von Glehn
GCF Valadares,T Araújo
GCF Valadares,J Carneiro
GCF Valadares,DEM de Oliveira
GCF Valadares,RTP Citon
GCF Valadares,R Dantas
GCF Valadares,LVR Ferreira
GCF Valadares,E Yokoyama
GCF Valadares,WU Reimold
MV Brandão,RR Adorno
MV Brandão,MC de Araujo
MV Brandão,MG Pereira
MV Brandão,A Guerra
MV Brandão,S Cunha
MV Brandão,KS Silva
MV Brandão,MG Rocha
MV Brandão,A von Glehn
MV Brandão,T Araújo
MV Brandão,J Carneiro
MV Brandão,DEM de Oliveira
MV Brandão,RTP Citon
MV Brandão,R Dantas
MV Brandão,LVR Ferreira
MV Brandão,E Yokoyama
MV Brandão,WU Reimold
RR Adorno,MC de Araujo
RR Adorno,MG Pereira
RR Adorno,A Guerra
RR Adorno,S Cunha
RR Adorno,KS Silva
RR Adorno,MG Rocha
RR Adorno,A von Glehn
RR Adorno,T Araújo
RR Adorno,J Carneiro
RR Adorno,DEM de Oliveira
RR Adorno,RTP Citon
RR Adorno,R Dantas
RR Adorno,LVR Ferreira
RR Adorno,E Yokoyama
RR Adorno,WU Reimold
MC de Araujo,MG Pereira
MC de Araujo,A Guerra
MC de Araujo,S Cunha
MC de Araujo,KS Silva
MC de Araujo,MG Rocha
MC de Araujo,A von Glehn
MC de Araujo,T Araújo
MC de Araujo,J Carneiro
MC de Araujo,DEM de Oliveira
MC de Araujo,RTP Citon
MC de Araujo,R Dantas
MC de Araujo,LVR Ferreira
MC de Araujo,E Yokoyama
MC de Araujo,WU Reimold
MG Pereira,A Guerra
MG Pereira,S Cunha
MG Pereira,KS Silva
MG Pereira,MG Rocha
MG Pereira,A von Glehn
MG Pereira,T Araújo
MG Pereira,J Carneiro
MG Pereira,DEM de Oliveira
MG Pereira,RTP Citon
MG Pereira,R Dantas
MG Pereira,LVR Ferreira
MG Pereira,E Yokoyama
MG Pereira,WU Reimold
A Guerra,S Cunha
A Guerra,KS Silva
A Guerra,MG Rocha
A Guerra,A von Glehn
A Guerra,T Araújo
A Guerra,J Carneiro
A Guerra,DEM de Oliveira
A Guerra,RTP Citon
A Guerra,R Dantas
A Guerra,LVR Ferreira
A Guerra,E Yokoyama
A Guerra,WU Reimold
S Cunha,KS Silva
S Cunha,MG Rocha
S Cunha,A von Glehn
S Cunha,T Araújo
S Cunha,J Carneiro
S Cunha,DEM de Oliveira
S Cunha,RTP Citon
S Cunha,R Dantas
S Cunha,LVR Ferreira
S Cunha,E Yokoyama
S Cunha,WU Reimold
KS Silva,MG Rocha
KS Silva,A von Glehn
KS Silva,T Araújo
KS Silva,J Carneiro
KS Silva,DEM de Oliveira
KS Silva,RTP Citon
KS Silva,R Dantas
KS Silva,LVR Ferreira
KS Silva,E Yokoyama
KS Silva,WU Reimold
MG Rocha,A von Glehn
MG Rocha,T Araújo
MG Rocha,J Carneiro
MG Rocha,DEM de Oliveira
MG Rocha,RTP Citon
MG Rocha,R Dantas
MG Rocha,LVR Ferreira
MG Rocha,E Yokoyama
MG Rocha,WU Reimold
A von Glehn,T Araújo
A von Glehn,J Carneiro
A von Glehn,DEM de Oliveira
A von Glehn,RTP Citon
A von Glehn,R Dantas
A von Glehn,LVR Ferreira
A von Glehn,E Yokoyama
A von Glehn,WU Reimold
T Araújo,J Carneiro
T Araújo,DEM de Oliveira
T Araújo,RTP Citon
T Araújo,R Dantas
T Araújo,LVR Ferreira
T Araújo,E Yokoyama
T Araújo,WU Reimold
J Carneiro,DEM de Oliveira
J Carneiro,RTP Citon
J Carneiro,R Dantas
J Carneiro,LVR Ferreira
J Carneiro,E Yokoyama
J Carneiro,WU Reimold
DEM de Oliveira,RTP Citon
DEM de Oliveira,R Dantas
DEM de Oliveira,LVR Ferreira
DEM de Oliveira,E Yokoyama
DEM de Oliveira,WU Reimold
RTP Citon,R Dantas
RTP Citon,LVR Ferreira
RTP Citon,E Yokoyama
RTP Citon,WU Reimold
R Dantas,LVR Ferreira
R Dantas,E Yokoyama
R Dantas,WU Reimold
LVR Ferreira,E Yokoyama
LVR Ferreira,WU Reimold
E Yokoyama,WU Reimold
Eduardo de Lucena Falcao,Tiago Maritan Ugulino De Araujo
Eduardo de Lucena Falcao,Alexandre Duarte
Tiago Maritan Ugulino De Araujo,Alexandre Duarte
Felipe Lacet Silva Ferreira,Tiago Maritan Ugulino de Araújo
Felipe Lacet Silva Ferreira,Felipe Hermínio Lemos
Felipe Lacet Silva Ferreira,Gutenberg Pessoa Botelho Neto
Felipe Lacet Silva Ferreira,José Ivan Bezerra Vilarouca Filho
Felipe Lacet Silva Ferreira,Guido Lemos de Souza Filho
Tiago Maritan Ugulino de Araújo,Felipe Hermínio Lemos
Tiago Maritan Ugulino de Araújo,Gutenberg Pessoa Botelho Neto
Tiago Maritan Ugulino de Araújo,José Ivan Bezerra Vilarouca Filho
Tiago Maritan Ugulino de Araújo,Guido Lemos de Souza Filho
Felipe Hermínio Lemos,Gutenberg Pessoa Botelho Neto
Felipe Hermínio Lemos,José Ivan Bezerra Vilarouca Filho
Felipe Hermínio Lemos,Guido Lemos de Souza Filho
Gutenberg Pessoa Botelho Neto,José Ivan Bezerra Vilarouca Filho
Gutenberg Pessoa Botelho Neto,Guido Lemos de Souza Filho
José Ivan Bezerra Vilarouca Filho,Guido Lemos de Souza Filho
Ayrton Custódio Moreira,ECA Silva
Ayrton Custódio Moreira,TD Vasconcelos
Ayrton Custódio Moreira,TM Araújo
Ayrton Custódio Moreira,NG Carvalho
Ayrton Custódio Moreira,MJL Andrade
Ayrton Custódio Moreira,GS Correa
Ayrton Custódio Moreira,FRM Ferreira
Ayrton Custódio Moreira,N Fiorot
Ayrton Custódio Moreira,K Manjon
Ayrton Custódio Moreira,BM Martinez
Ayrton Custódio Moreira,DC Puerta
Ayrton Custódio Moreira,ES Silva
Ayrton Custódio Moreira,MY Takeuchi
Ayrton Custódio Moreira,RT Tangoa
Ayrton Custódio Moreira,Maria Inês Nogueira
ECA Silva,TD Vasconcelos
ECA Silva,TM Araújo
ECA Silva,NG Carvalho
ECA Silva,MJL Andrade
ECA Silva,GS Correa
ECA Silva,FRM Ferreira
ECA Silva,N Fiorot
ECA Silva,K Manjon
ECA Silva,BM Martinez
ECA Silva,DC Puerta
ECA Silva,ES Silva
ECA Silva,MY Takeuchi
ECA Silva,RT Tangoa
ECA Silva,Maria Inês Nogueira
TD Vasconcelos,TM Araújo
TD Vasconcelos,NG Carvalho
TD Vasconcelos,MJL Andrade
TD Vasconcelos,GS Correa
TD Vasconcelos,FRM Ferreira
TD Vasconcelos,N Fiorot
TD Vasconcelos,K Manjon
TD Vasconcelos,BM Martinez
TD Vasconcelos,DC Puerta
TD Vasconcelos,ES Silva
TD Vasconcelos,MY Takeuchi
TD Vasconcelos,RT Tangoa
TD Vasconcelos,Maria Inês Nogueira
TM Araújo,NG Carvalho
TM Araújo,MJL Andrade
TM Araújo,GS Correa
TM Araújo,FRM Ferreira
TM Araújo,N Fiorot
TM Araújo,K Manjon
TM Araújo,BM Martinez
TM Araújo,DC Puerta
TM Araújo,ES Silva
TM Araújo,MY Takeuchi
TM Araújo,RT Tangoa
TM Araújo,Maria Inês Nogueira
NG Carvalho,MJL Andrade
NG Carvalho,GS Correa
NG Carvalho,FRM Ferreira
NG Carvalho,N Fiorot
NG Carvalho,K Manjon
NG Carvalho,BM Martinez
NG Carvalho,DC Puerta
NG Carvalho,ES Silva
NG Carvalho,MY Takeuchi
NG Carvalho,RT Tangoa
NG Carvalho,Maria Inês Nogueira
MJL Andrade,GS Correa
MJL Andrade,FRM Ferreira
MJL Andrade,N Fiorot
MJL Andrade,K Manjon
MJL Andrade,BM Martinez
MJL Andrade,DC Puerta
MJL Andrade,ES Silva
MJL Andrade,MY Takeuchi
MJL Andrade,RT Tangoa
MJL Andrade,Maria Inês Nogueira
GS Correa,FRM Ferreira
GS Correa,N Fiorot
GS Correa,K Manjon
GS Correa,BM Martinez
GS Correa,DC Puerta
GS Correa,ES Silva
GS Correa,MY Takeuchi
GS Correa,RT Tangoa
GS Correa,Maria Inês Nogueira
FRM Ferreira,N Fiorot
FRM Ferreira,K Manjon
FRM Ferreira,BM Martinez
FRM Ferreira,DC Puerta
FRM Ferreira,ES Silva
FRM Ferreira,MY Takeuchi
FRM Ferreira,RT Tangoa
FRM Ferreira,Maria Inês Nogueira
N Fiorot,K Manjon
N Fiorot,BM Martinez
N Fiorot,DC Puerta
N Fiorot,ES Silva
N Fiorot,MY Takeuchi
N Fiorot,RT Tangoa
N Fiorot,Maria Inês Nogueira
K Manjon,BM Martinez
K Manjon,DC Puerta
K Manjon,ES Silva
K Manjon,MY Takeuchi
K Manjon,RT Tangoa
K Manjon,Maria Inês Nogueira
BM Martinez,DC Puerta
BM Martinez,ES Silva
BM Martinez,MY Takeuchi
BM Martinez,RT Tangoa
BM Martinez,Maria Inês Nogueira
DC Puerta,ES Silva
DC Puerta,MY Takeuchi
DC Puerta,RT Tangoa
DC Puerta,Maria Inês Nogueira
ES Silva,MY Takeuchi
ES Silva,RT Tangoa
ES Silva,Maria Inês Nogueira
MY Takeuchi,RT Tangoa
MY Takeuchi,Maria Inês Nogueira
RT Tangoa,Maria Inês Nogueira
ES Silva,ECA Silva
ES Silva,N Fiorot
ES Silva,TD Vasconcelos
ES Silva,TM Araújo
ES Silva,NG Carvalho
ES Silva,MJL Andrade
ES Silva,GS Correia
ES Silva,FM Ferreira
ES Silva,K Manjon
ES Silva,BM Martinez
ES Silva,AC Moreira
ES Silva,DC Puerta
ES Silva,ABS Santana
ES Silva,MY Takeuchi
ES Silva,RT Tangoa
ES Silva,Maria Inês Nogueira
ECA Silva,N Fiorot
ECA Silva,TD Vasconcelos
ECA Silva,TM Araújo
ECA Silva,NG Carvalho
ECA Silva,MJL Andrade
ECA Silva,GS Correia
ECA Silva,FM Ferreira
ECA Silva,K Manjon
ECA Silva,BM Martinez
ECA Silva,AC Moreira
ECA Silva,DC Puerta
ECA Silva,ABS Santana
ECA Silva,MY Takeuchi
ECA Silva,RT Tangoa
ECA Silva,Maria Inês Nogueira
N Fiorot,TD Vasconcelos
N Fiorot,TM Araújo
N Fiorot,NG Carvalho
N Fiorot,MJL Andrade
N Fiorot,GS Correia
N Fiorot,FM Ferreira
N Fiorot,K Manjon
N Fiorot,BM Martinez
N Fiorot,AC Moreira
N Fiorot,DC Puerta
N Fiorot,ABS Santana
N Fiorot,MY Takeuchi
N Fiorot,RT Tangoa
N Fiorot,Maria Inês Nogueira
TD Vasconcelos,TM Araújo
TD Vasconcelos,NG Carvalho
TD Vasconcelos,MJL Andrade
TD Vasconcelos,GS Correia
TD Vasconcelos,FM Ferreira
TD Vasconcelos,K Manjon
TD Vasconcelos,BM Martinez
TD Vasconcelos,AC Moreira
TD Vasconcelos,DC Puerta
TD Vasconcelos,ABS Santana
TD Vasconcelos,MY Takeuchi
TD Vasconcelos,RT Tangoa
TD Vasconcelos,Maria Inês Nogueira
TM Araújo,NG Carvalho
TM Araújo,MJL Andrade
TM Araújo,GS Correia
TM Araújo,FM Ferreira
TM Araújo,K Manjon
TM Araújo,BM Martinez
TM Araújo,AC Moreira
TM Araújo,DC Puerta
TM Araújo,ABS Santana
TM Araújo,MY Takeuchi
TM Araújo,RT Tangoa
TM Araújo,Maria Inês Nogueira
NG Carvalho,MJL Andrade
NG Carvalho,GS Correia
NG Carvalho,FM Ferreira
NG Carvalho,K Manjon
NG Carvalho,BM Martinez
NG Carvalho,AC Moreira
NG Carvalho,DC Puerta
NG Carvalho,ABS Santana
NG Carvalho,MY Takeuchi
NG Carvalho,RT Tangoa
NG Carvalho,Maria Inês Nogueira
MJL Andrade,GS Correia
MJL Andrade,FM Ferreira
MJL Andrade,K Manjon
MJL Andrade,BM Martinez
MJL Andrade,AC Moreira
MJL Andrade,DC Puerta
MJL Andrade,ABS Santana
MJL Andrade,MY Takeuchi
MJL Andrade,RT Tangoa
MJL Andrade,Maria Inês Nogueira
GS Correia,FM Ferreira
GS Correia,K Manjon
GS Correia,BM Martinez
GS Correia,AC Moreira
GS Correia,DC Puerta
GS Correia,ABS Santana
GS Correia,MY Takeuchi
GS Correia,RT Tangoa
GS Correia,Maria Inês Nogueira
FM Ferreira,K Manjon
FM Ferreira,BM Martinez
FM Ferreira,AC Moreira
FM Ferreira,DC Puerta
FM Ferreira,ABS Santana
FM Ferreira,MY Takeuchi
FM Ferreira,RT Tangoa
FM Ferreira,Maria Inês Nogueira
K Manjon,BM Martinez
K Manjon,AC Moreira
K Manjon,DC Puerta
K Manjon,ABS Santana
K Manjon,MY Takeuchi
K Manjon,RT Tangoa
K Manjon,Maria Inês Nogueira
BM Martinez,AC Moreira
BM Martinez,DC Puerta
BM Martinez,ABS Santana
BM Martinez,MY Takeuchi
BM Martinez,RT Tangoa
BM Martinez,Maria Inês Nogueira
AC Moreira,DC Puerta
AC Moreira,ABS Santana
AC Moreira,MY Takeuchi
AC Moreira,RT Tangoa
AC Moreira,Maria Inês Nogueira
DC Puerta,ABS Santana
DC Puerta,MY Takeuchi
DC Puerta,RT Tangoa
DC Puerta,Maria Inês Nogueira
ABS Santana,MY Takeuchi
ABS Santana,RT Tangoa
ABS Santana,Maria Inês Nogueira
MY Takeuchi,RT Tangoa
MY Takeuchi,Maria Inês Nogueira
RT Tangoa,Maria Inês Nogueira
Rostand Costa,Tiago Maritan U de Araújo
Rostand Costa,Gutenberg Botelho Neto
Rostand Costa,Danilo Assis Nobre
Rostand Costa,Raoni Kulesza
Rostand Costa,Guido Lemos Filho
Tiago Maritan U de Araújo,Gutenberg Botelho Neto
Tiago Maritan U de Araújo,Danilo Assis Nobre
Tiago Maritan U de Araújo,Raoni Kulesza
Tiago Maritan U de Araújo,Guido Lemos Filho
Gutenberg Botelho Neto,Danilo Assis Nobre
Gutenberg Botelho Neto,Raoni Kulesza
Gutenberg Botelho Neto,Guido Lemos Filho
Danilo Assis Nobre,Raoni Kulesza
Danilo Assis Nobre,Guido Lemos Filho
Raoni Kulesza,Guido Lemos Filho
Tiago Maritan U de Araújo,Alexandre Nóbrega Duarte
Tiago Maritan U de Araújo,Guido Lemos S Filho
Alexandre Nóbrega Duarte,Guido Lemos S Filho
Eduardo de Lucena Falcao,Tiago Maritan Ugulino de Araújo
Eduardo de Lucena Falcao,Alexandre Duarte
Tiago Maritan Ugulino de Araújo,Alexandre Duarte
Tiago Maritan Ugulino de Araújo,Jefferson Ferreira de Araújo Lima
Tiago Maritan Ugulino de Araújo,Lucídio dos Anjos
Tiago Maritan Ugulino de Araújo,Formiga Cabral
Tiago Maritan Ugulino de Araújo,Guido Lemos de Souza Filho
Tiago Maritan Ugulino de Araújo,Adrião Duarte Dória Neto
Jefferson Ferreira de Araújo Lima,Lucídio dos Anjos
Jefferson Ferreira de Araújo Lima,Formiga Cabral
Jefferson Ferreira de Araújo Lima,Guido Lemos de Souza Filho
Jefferson Ferreira de Araújo Lima,Adrião Duarte Dória Neto
Lucídio dos Anjos,Formiga Cabral
Lucídio dos Anjos,Guido Lemos de Souza Filho
Lucídio dos Anjos,Adrião Duarte Dória Neto
Formiga Cabral,Guido Lemos de Souza Filho
Formiga Cabral,Adrião Duarte Dória Neto
Guido Lemos de Souza Filho,Adrião Duarte Dória Neto
Carlos Montez,Valdecir Becker
Jorge Abreu,João Nogueira
Jorge Abreu,Valdecir Becker
Jorge Abreu,Bernardo Cardoso
João Nogueira,Valdecir Becker
João Nogueira,Bernardo Cardoso
Valdecir Becker,Bernardo Cardoso
Valdecir Becker,Carlos Montez
Valdecir Becker,Carlos Montez
Valdecir Becker,Augusto Fornari
Valdecir Becker,Günter H Herweg Filho
Valdecir Becker,Carlos Montez
Augusto Fornari,Günter H Herweg Filho
Augusto Fornari,Carlos Montez
Günter H Herweg Filho,Carlos Montez
Valdecir Becker,Daniel Gambaro
Valdecir Becker,Guido Lemos Souza Filho
Daniel Gambaro,Guido Lemos Souza Filho
Valdecir Becker,Daniel Gambaro
Valdecir Becker,Thais Saraiva Ramos
Daniel Gambaro,Thais Saraiva Ramos
Valdecir BECKER,Marcelo ZUFFO
Valdecir Becker,Jorge Abreu
Valdecir Becker,João Nogueira
Valdecir Becker,Bernardo Cardoso
Jorge Abreu,João Nogueira
Jorge Abreu,Bernardo Cardoso
