Artigo,Coautor
A multi-layer software architecture for aerial cognitive multi-robot systems in power line inspection tasks,Tiago Nascimento
A multi-layer software architecture for aerial cognitive multi-robot systems in power line inspection tasks,Jesus Capitan
A multi-layer software architecture for aerial cognitive multi-robot systems in power line inspection tasks,Martin Saska
A multi-layer software architecture for aerial cognitive multi-robot systems in power line inspection tasks,Anibal Ollero
UAV vision-based nonlinear formation control applied to inspection of electrical power lines,Timur Uzakov
UAV vision-based nonlinear formation control applied to inspection of electrical power lines,Tiago P Nascimento
UAV vision-based nonlinear formation control applied to inspection of electrical power lines,Martin Saska
Safe documentation of historical monuments by an autonomous unmanned aerial vehicle,Vít Krátký
Safe documentation of historical monuments by an autonomous unmanned aerial vehicle,Pavel Petráček
Safe documentation of historical monuments by an autonomous unmanned aerial vehicle,Tiago Nascimento
Safe documentation of historical monuments by an autonomous unmanned aerial vehicle,Michaela Čadilová
Safe documentation of historical monuments by an autonomous unmanned aerial vehicle,Milan Škobrtal
Safe documentation of historical monuments by an autonomous unmanned aerial vehicle,Pavel Stoudek
Safe documentation of historical monuments by an autonomous unmanned aerial vehicle,Martin Saska
Nonlinear model predictive formation control: An iterative weighted tuning approach,Tiago P Nascimento
Nonlinear model predictive formation control: An iterative weighted tuning approach,Luis FS Costa
Nonlinear model predictive formation control: An iterative weighted tuning approach,André GS Conceição
Nonlinear model predictive formation control: An iterative weighted tuning approach,António Paulo Moreira
Multi-robot systems formation control with obstacle avoidance,Tiago P Nascimento
Multi-robot systems formation control with obstacle avoidance,Andre GS Conceicao
Multi-robot systems formation control with obstacle avoidance,António Paulo Moreira
Controle de trajetória de robôs móveis omni-direcionais: uma abordagem multivariável,Tiago Pereira Nascimento
Multi-robot sensor fusion target tracking with observation constraints,Thulio GS Amorim
Multi-robot sensor fusion target tracking with observation constraints,Leonardo A Souto
Multi-robot sensor fusion target tracking with observation constraints,Tiago P Do Nascimento
Multi-robot sensor fusion target tracking with observation constraints,Martin Saska
Safe tightly-constrained uav swarming in gnss-denied environments,Andriy Dmytruk
Safe tightly-constrained uav swarming in gnss-denied environments,Tiago Nascimento
Safe tightly-constrained uav swarming in gnss-denied environments,Afzal Ahmad
Safe tightly-constrained uav swarming in gnss-denied environments,Tomáš Báča
Safe tightly-constrained uav swarming in gnss-denied environments,Martin Saska
Dynamic leader allocation in multi-robot systems based on nonlinear model predictive control,Augusto de Holanda BM Tavares
Dynamic leader allocation in multi-robot systems based on nonlinear model predictive control,Sarah Pontes Madruga
Dynamic leader allocation in multi-robot systems based on nonlinear model predictive control,Alisson V Brito
Dynamic leader allocation in multi-robot systems based on nonlinear model predictive control,Tiago P Nascimento
Modeling omnidirectional mobile robots: an approach using SimTwo,Tiago Pereira Nascimento
Modeling omnidirectional mobile robots: an approach using SimTwo,Pedro Costa
Modeling omnidirectional mobile robots: an approach using SimTwo,Paulo Costa
Modeling omnidirectional mobile robots: an approach using SimTwo,André Gustavo Scolari Conceição
Modeling omnidirectional mobile robots: an approach using SimTwo,APGM Moreira
A set of novel modifications to improve algorithms from the A* family applied in mobile robotics,Pedro Costa
A set of novel modifications to improve algorithms from the A* family applied in mobile robotics,Paulo G Costa
A set of novel modifications to improve algorithms from the A* family applied in mobile robotics,António Paulo Moreira
A set of novel modifications to improve algorithms from the A* family applied in mobile robotics,André Gustavo Scolari Conceição
Motion and Teaching of a NAO Robot,Eduardo Mota
Motion and Teaching of a NAO Robot,António Paulo Moreira
An open-design warehouse mobile robot,Rhaian JF Barros
An open-design warehouse mobile robot,Jorge LP Silva Filho
An open-design warehouse mobile robot,João VS Neto
An open-design warehouse mobile robot,Tiago P Nascimento
Testing real-time embedded systems using high level architecture,Jose Claudio VS Junior
Testing real-time embedded systems using high level architecture,Alisson V Brito
Testing real-time embedded systems using high level architecture,Luis Feliphe Silva Costa
Testing real-time embedded systems using high level architecture,Tiago P Nascimento
Testing real-time embedded systems using high level architecture,Elmar Uwe Kurt Melcher
A new cost function heuristic applied to A* based path planning in static and dynamic environments,Jefferson BB Silva
A new cost function heuristic applied to A* based path planning in static and dynamic environments,Clauirton A Siebra
A new cost function heuristic applied to A* based path planning in static and dynamic environments,Tiago P do Nascimento
Coordinated multi-robot formation control,Nenhum coautor encontrado
Embedded fast nonlinear model predictive control for micro aerial vehicles,Tiago Nascimento
Embedded fast nonlinear model predictive control for micro aerial vehicles,Martin Saska
A 3d anti-collision system based on artificial potential field method for a mobile robot,Carlos Morais
A 3d anti-collision system based on artificial potential field method for a mobile robot,Tiago Nascimento
A 3d anti-collision system based on artificial potential field method for a mobile robot,Alisson Brito
A 3d anti-collision system based on artificial potential field method for a mobile robot,Gabriel Basso
Verification of embedded system designs through hardware-software co-simulation,JCVS Junior
Verification of embedded system designs through hardware-software co-simulation,Alisson V Brito
Verification of embedded system designs through hardware-software co-simulation,Tiago P Nascimento
Leader following formation control for omnidirectional mobile robots: the target chasing problem,Tiago Pereira Nascimento
Leader following formation control for omnidirectional mobile robots: the target chasing problem,André Gustavo Scolari Conceição
Leader following formation control for omnidirectional mobile robots: the target chasing problem,Fernando A Fontes
Leader following formation control for omnidirectional mobile robots: the target chasing problem,APGM Moreira
Controlling a swarm of unmanned aerial vehicles using full-body k-nearest neighbor based action classifier,Akash Chaudhary
Controlling a swarm of unmanned aerial vehicles using full-body k-nearest neighbor based action classifier,Tiago Nascimento
Controlling a swarm of unmanned aerial vehicles using full-body k-nearest neighbor based action classifier,Martin Saska
A project of an embedded control system for autonomous quadrotor UAVs,Sarah Madruga
A project of an embedded control system for autonomous quadrotor UAVs,Augusto Tavares
A project of an embedded control system for autonomous quadrotor UAVs,Alisson Brito
A project of an embedded control system for autonomous quadrotor UAVs,Tiago Nascimento
Axebot robot the mechanical design for an autonomous omnidirectional mobile robot,Tiago P do Nascimento
Axebot robot the mechanical design for an autonomous omnidirectional mobile robot,Augusto Loureiro da Costa
Axebot robot the mechanical design for an autonomous omnidirectional mobile robot,Cristiane Correa Paim
Heterogeneous multi-robot systems approach for warehouse inventory management,Augusto Sales
Heterogeneous multi-robot systems approach for warehouse inventory management,Pedro Mira
Heterogeneous multi-robot systems approach for warehouse inventory management,Ana Maria Nascimento
Heterogeneous multi-robot systems approach for warehouse inventory management,Alexandre Brandão
Heterogeneous multi-robot systems approach for warehouse inventory management,Martin Saska
Heterogeneous multi-robot systems approach for warehouse inventory management,Tiago Nascimento
TurtleUI: A generic graphical user interface for robot control,Italo RC Barros
TurtleUI: A generic graphical user interface for robot control,Luıs F Costa
TurtleUI: A generic graphical user interface for robot control,Tiago P Nascimento
Activity recognition in a physical interactive robogame,Ewerton LS Oliveira
Activity recognition in a physical interactive robogame,Davide Orru
Activity recognition in a physical interactive robogame,Tiago Nascimento
Activity recognition in a physical interactive robogame,Andrea Bonarini
Online learning and teaching of emergent behaviors in multi-robot teams,Luis Feliphe S Costa
Online learning and teaching of emergent behaviors in multi-robot teams,Tiago P Do Nascimento
Online learning and teaching of emergent behaviors in multi-robot teams,Luiz Marcos G Goncalves
Learning and mining player motion profiles in physically interactive robogames,Ewerton LS Oliveira
Learning and mining player motion profiles in physically interactive robogames,Davide Orrù
Learning and mining player motion profiles in physically interactive robogames,Luca Morreale
Learning and mining player motion profiles in physically interactive robogames,Tiago P Nascimento
Learning and mining player motion profiles in physically interactive robogames,Andrea Bonarini
Modeling player activity in a physical interactive robot game scenario,Ewerton Oliveira
Modeling player activity in a physical interactive robot game scenario,Davide Orrù
Modeling player activity in a physical interactive robot game scenario,Tiago Nascimento
Modeling player activity in a physical interactive robot game scenario,Andrea Bonarini
Testing real-time embedded systems with hardware-in-the-loop simulation using high level architecture,José Cláudio Vieira S Junior
Testing real-time embedded systems with hardware-in-the-loop simulation using high level architecture,Alisson V Brito
Testing real-time embedded systems with hardware-in-the-loop simulation using high level architecture,Tiago P Nascimento
Omnidirectional mobile robot’s multivariable trajectory tracking control: a robustness analysis,Tiago Pereira Nascimento
Omnidirectional mobile robot’s multivariable trajectory tracking control: a robustness analysis,André Gustavo Scolari Conceição
Omnidirectional mobile robot’s multivariable trajectory tracking control: a robustness analysis,APGM Moreira
Estimating the loss of effectiveness of UAV actuators in the presence of aerodynamic effects,Sarah P Madruga
Estimating the loss of effectiveness of UAV actuators in the presence of aerodynamic effects,Tiago P Nascimento
Estimating the loss of effectiveness of UAV actuators in the presence of aerodynamic effects,Florian Holzapfel
Estimating the loss of effectiveness of UAV actuators in the presence of aerodynamic effects,Antonio MN Lima
Fast nonlinear model predictive control for very-small aerial vehicles,Tiago P Nascimento
Fast nonlinear model predictive control for very-small aerial vehicles,Martin Saska
N-learning: An approach for learning and teaching skills in multirobot teams,Luís Feliphe S Costa
N-learning: An approach for learning and teaching skills in multirobot teams,Tiago P Nascimento
N-learning: An approach for learning and teaching skills in multirobot teams,Rosiery da S Maia
N-learning: An approach for learning and teaching skills in multirobot teams,Luiz Marcos G Gonçalves
Iterative weighted tuning for a nonlinear model predictive formation control,Tiago P Nascimento
Iterative weighted tuning for a nonlinear model predictive formation control,André GS Conceição
Iterative weighted tuning for a nonlinear model predictive formation control,António Paulo Moreira
5dpo 2011: Team description paper,T Nascimento
5dpo 2011: Team description paper,M Pinto
5dpo 2011: Team description paper,H Sobreira
5dpo 2011: Team description paper,F Guedes
5dpo 2011: Team description paper,A Castro
5dpo 2011: Team description paper,P Malheiros
5dpo 2011: Team description paper,A Pinto
5dpo 2011: Team description paper,H Alves
5dpo 2011: Team description paper,M Ferreira
5dpo 2011: Team description paper,P Costa
5dpo 2011: Team description paper,PG Costa
5dpo 2011: Team description paper,A Souza
5dpo 2011: Team description paper,L Almeida
5dpo 2011: Team description paper,LP Reis
5dpo 2011: Team description paper,AP Moreira
A PSO-based tuning algorithm for quadcopter controllers,SARAH PONTES MADRUGA
A PSO-based tuning algorithm for quadcopter controllers,GABRIEL FERNANDO BASSO
A PSO-based tuning algorithm for quadcopter controllers,AUGUSTO DE HOLANDA BM TAVARES
A PSO-based tuning algorithm for quadcopter controllers,ALISSON VASCONCELOS DE BRITO
A PSO-based tuning algorithm for quadcopter controllers,TIAGO PEREIRA NASCIMENTO
Object subtraction planar rgb-d slam,Leonardo AV Souto
Object subtraction planar rgb-d slam,Tiago P Nascimento
A novel approach for natural landmarks identification using RGB-D sensors,André LF Castro
A novel approach for natural landmarks identification using RGB-D sensors,Yôoh B de Brito
A novel approach for natural landmarks identification using RGB-D sensors,Leonardo Angelo V de Souto
A novel approach for natural landmarks identification using RGB-D sensors,Tiago P Nascimento
A simplified cost function heuristic applied to the A*-based path planning,Jefferson BB Silva
A simplified cost function heuristic applied to the A*-based path planning,Clauirton A Siebra
A simplified cost function heuristic applied to the A*-based path planning,Tiago P Nascimento
Energy footprint framework: A pathway toward smart grid sustainability,Davidson Boccardo
Energy footprint framework: A pathway toward smart grid sustainability,Leonardo Ribeiro
Energy footprint framework: A pathway toward smart grid sustainability,Rodrigo Canaan
Energy footprint framework: A pathway toward smart grid sustainability,Luiz Carmo
Energy footprint framework: A pathway toward smart grid sustainability,Luci Pirmez
Energy footprint framework: A pathway toward smart grid sustainability,Raphael Machado
Energy footprint framework: A pathway toward smart grid sustainability,Charles Prado
Energy footprint framework: A pathway toward smart grid sustainability,Tiago Nascimento
An improved spanning tree-based algorithm for coverage of large areas using multi-UAV systems,Jan Chleboun
An improved spanning tree-based algorithm for coverage of large areas using multi-UAV systems,Thulio Amorim
An improved spanning tree-based algorithm for coverage of large areas using multi-UAV systems,Ana Maria Nascimento
An improved spanning tree-based algorithm for coverage of large areas using multi-UAV systems,Tiago P Nascimento
"Síntese, transferência e implementação de evidência qualitativa para a melhoria das práticas e da decisão clínica",Cristina Baixinho
"Síntese, transferência e implementação de evidência qualitativa para a melhoria das práticas e da decisão clínica",Óscar Ferreira
"Síntese, transferência e implementação de evidência qualitativa para a melhoria das práticas e da decisão clínica",Fátima Marques
"Síntese, transferência e implementação de evidência qualitativa para a melhoria das práticas e da decisão clínica",Ellen Synthia de Oliveira
"Síntese, transferência e implementação de evidência qualitativa para a melhoria das práticas e da decisão clínica",Maria Helena Presado
"Síntese, transferência e implementação de evidência qualitativa para a melhoria das práticas e da decisão clínica",Mário Cardoso
"Síntese, transferência e implementação de evidência qualitativa para a melhoria das práticas e da decisão clínica",Armando David Sousa
"Síntese, transferência e implementação de evidência qualitativa para a melhoria das práticas e da decisão clínica",Tiago Nascimento
A system embedded in small unmanned aerial vehicle for vigor analysis of vegetation.,Joanacelle C Melo
A system embedded in small unmanned aerial vehicle for vigor analysis of vegetation.,Renato G Constantino
A system embedded in small unmanned aerial vehicle for vigor analysis of vegetation.,Suzane G Santos
A system embedded in small unmanned aerial vehicle for vigor analysis of vegetation.,Tiago P Nascimento
A system embedded in small unmanned aerial vehicle for vigor analysis of vegetation.,Alisson V Brito
Distributed object subtraction 3d mapping,Leonardo A Souto
Distributed object subtraction 3d mapping,Tiago P Nascimento
Analysis of prediction models for multi-robot system nmpfc,Diego S Azevedo
Analysis of prediction models for multi-robot system nmpfc,Luis FS Costa
Analysis of prediction models for multi-robot system nmpfc,Alisson V Brito
Analysis of prediction models for multi-robot system nmpfc,Tiago P Nascimento
A modified A* application to a highly dynamic unstructured environment,Tiago Pereira Nascimento
A modified A* application to a highly dynamic unstructured environment,André Gustavo Scolari Conceição
A modified A* application to a highly dynamic unstructured environment,APGM Moreira
A Distributed Approach for the Implementation of Geometric Reconstruction-Based Visual SLAM Systems,Otacílio de Araújo Ramos Neto
A Distributed Approach for the Implementation of Geometric Reconstruction-Based Visual SLAM Systems,Abel Cavalcante Lima Filho
A Distributed Approach for the Implementation of Geometric Reconstruction-Based Visual SLAM Systems,Tiago P Nascimento
Stochastic nonlinear model predictive mobile robot motion control,Tiago P Nascimento
Stochastic nonlinear model predictive mobile robot motion control,Gabriel F Basso
Stochastic nonlinear model predictive mobile robot motion control,Carlos ET Dorea
Stochastic nonlinear model predictive mobile robot motion control,Luiz MG Goncalves
A distributed platform for integration of fpga-based embedded systems,Daniel C Morais
A distributed platform for integration of fpga-based embedded systems,Thiago Werlley B Silva
A distributed platform for integration of fpga-based embedded systems,Tiago P Nascimento
A distributed platform for integration of fpga-based embedded systems,Elmar Uwe Kurt Melcher
A distributed platform for integration of fpga-based embedded systems,Alisson V Brito
Program Equivalence Using Neural Networks,Tiago M Nascimento
Program Equivalence Using Neural Networks,Charles B Prado
Program Equivalence Using Neural Networks,Davidson R Boccardo
Program Equivalence Using Neural Networks,Luiz FRC Carmo
Program Equivalence Using Neural Networks,Raphael CS Machado
Preparing for a Digital Future: Student Perceptions of Innovation and Technology in Nursing,Cristina Lavareda Baixinho
Preparing for a Digital Future: Student Perceptions of Innovation and Technology in Nursing,Andreia Costa
Preparing for a Digital Future: Student Perceptions of Innovation and Technology in Nursing,Tiago Nascimento
Preparing for a Digital Future: Student Perceptions of Innovation and Technology in Nursing,David Loura
Preparing for a Digital Future: Student Perceptions of Innovation and Technology in Nursing,Adriana Henriques
Spaceynet: A novel approach to pose and depth-scene regression simultaneously,Dunfrey Aragao
Spaceynet: A novel approach to pose and depth-scene regression simultaneously,Tiago Nascimento
Spaceynet: A novel approach to pose and depth-scene regression simultaneously,Adriano Mondini
Expanding the Coverage Area of a Formation of Robots Through a Mesh Network and a Real Time Database Middleware,Leandro J Caetano
Expanding the Coverage Area of a Formation of Robots Through a Mesh Network and a Real Time Database Middleware,Tiago P Nascimento
Expanding the Coverage Area of a Formation of Robots Through a Mesh Network and a Real Time Database Middleware,Márcio Adamec L Oliveira
Expanding the Coverage Area of a Formation of Robots Through a Mesh Network and a Real Time Database Middleware,Gláucio B Rocha
A generic framework for multi-robot formation control,Tiago P Nascimento
A generic framework for multi-robot formation control,André Gustavo S Conceiçao
A generic framework for multi-robot formation control,Hugo P Alves
A generic framework for multi-robot formation control,Fernando A Fontes
A generic framework for multi-robot formation control,António Paulo Moreira
A Minimalistic 3D Self-Organized UAV Flocking Approach for Desert Exploration,Thulio Amorim
A Minimalistic 3D Self-Organized UAV Flocking Approach for Desert Exploration,Tiago Nascimento
A Minimalistic 3D Self-Organized UAV Flocking Approach for Desert Exploration,Akash Chaudhary
A Minimalistic 3D Self-Organized UAV Flocking Approach for Desert Exploration,Eliseo Ferrante
A Minimalistic 3D Self-Organized UAV Flocking Approach for Desert Exploration,Martin Saska
Imbalance fault detection in BLDC motors through audio signals using the density of maxima and CNN,Yuri C Gouveia
Imbalance fault detection in BLDC motors through audio signals using the density of maxima and CNN,Alisson V Brito
Imbalance fault detection in BLDC motors through audio signals using the density of maxima and CNN,Tiago P Nascimento
Imbalance fault detection in BLDC motors through audio signals using the density of maxima and CNN,Jorge Gabriel Ramos
Imbalance fault detection in BLDC motors through audio signals using the density of maxima and CNN,Abel Lima Filho
Nurses’ experiences of care in Portuguese nursing homes during the COVID-19 pandemic: A focus group study,Helga Rafael Henriques
Nurses’ experiences of care in Portuguese nursing homes during the COVID-19 pandemic: A focus group study,Tiago Nascimento
Nurses’ experiences of care in Portuguese nursing homes during the COVID-19 pandemic: A focus group study,Andreia Costa
Transitional care model,TIAGO NASCIMENTO
Transitional care model,Maria de Lourdes Varandas
An Environment for Indoor Testing and Diagnosis of Drones using Co-simulation,Renato R de Abreu
An Environment for Indoor Testing and Diagnosis of Drones using Co-simulation,Thyago Oliveira
An Environment for Indoor Testing and Diagnosis of Drones using Co-simulation,Leydson Silva
An Environment for Indoor Testing and Diagnosis of Drones using Co-simulation,Tiago P Nascimento
An Environment for Indoor Testing and Diagnosis of Drones using Co-simulation,Alisson V Brito
Approach to Indoor Location of Mobile Robot Using Wi-Fi Fingerprint and a Variant of the K-NN Method,Fábio de Albuquerque Silva
Approach to Indoor Location of Mobile Robot Using Wi-Fi Fingerprint and a Variant of the K-NN Method,Rostand Edson Oliveira Costa
Approach to Indoor Location of Mobile Robot Using Wi-Fi Fingerprint and a Variant of the K-NN Method,Tiago Pereira Nascimento
Acceleration of Cellular Automata through Parallel Computing with OpenCL,Maelso Pereira
Acceleration of Cellular Automata through Parallel Computing with OpenCL,Josue Junior
Acceleration of Cellular Automata through Parallel Computing with OpenCL,Jorge Ramos
Acceleration of Cellular Automata through Parallel Computing with OpenCL,Christian Azambuja Pagot
Acceleration of Cellular Automata through Parallel Computing with OpenCL,Tiago Nascimento
Acceleration of Cellular Automata through Parallel Computing with OpenCL,Alisson Brito
Integration of robot operating system and ptolemy for design of real-time multi-robots environments,Luis Feliphe Silva Costa
Integration of robot operating system and ptolemy for design of real-time multi-robots environments,Alisson V Brito
Integration of robot operating system and ptolemy for design of real-time multi-robots environments,Tiago P Nascimento
Integration of robot operating system and ptolemy for design of real-time multi-robots environments,Thiago Henrique Menezes Bezerra
The Integration of GPU-based and Heterogeneous Devices using HLA,Halamo GR Andrade
The Integration of GPU-based and Heterogeneous Devices using HLA,Daniel Morais
The Integration of GPU-based and Heterogeneous Devices using HLA,Thiago WB Silva
The Integration of GPU-based and Heterogeneous Devices using HLA,Tiago P Nascimento
The Integration of GPU-based and Heterogeneous Devices using HLA,Alisson V Brito
HEALTHY PLACES: THE RELATIONSHIP BETWEEN ARCHITECTURE AND NURSING,Mário Cardoso
HEALTHY PLACES: THE RELATIONSHIP BETWEEN ARCHITECTURE AND NURSING,Helena Presado
HEALTHY PLACES: THE RELATIONSHIP BETWEEN ARCHITECTURE AND NURSING,Tiago Nascimento
OMNIDIRECTIONAL MOBILE ROBOT’S TRAJECTORY TRACKING CONTROL SYSTEM: A MULTIVARIABLE APPROACH,Cristiane Paim
OMNIDIRECTIONAL MOBILE ROBOT’S TRAJECTORY TRACKING CONTROL SYSTEM: A MULTIVARIABLE APPROACH,Augusto Loureiro da Costa
OMNIDIRECTIONAL MOBILE ROBOT’S TRAJECTORY TRACKING CONTROL SYSTEM: A MULTIVARIABLE APPROACH,Rua Aristides Novis
OMNIDIRECTIONAL MOBILE ROBOT’S TRAJECTORY TRACKING CONTROL SYSTEM: A MULTIVARIABLE APPROACH,Federaçao-Salvador Bahia
"Microalgas como matéria-prima para biocombustíveis: importância no cenário atual, principais entraves e resultados promissores na Bahia",Iracema Andrade Nascimento
"Microalgas como matéria-prima para biocombustíveis: importância no cenário atual, principais entraves e resultados promissores na Bahia",Solange Andrade Pereira
"Microalgas como matéria-prima para biocombustíveis: importância no cenário atual, principais entraves e resultados promissores na Bahia",Maria Bernadete Neiva Lemos Leite
"Microalgas como matéria-prima para biocombustíveis: importância no cenário atual, principais entraves e resultados promissores na Bahia",Jacson Nunes dos Santos
"Microalgas como matéria-prima para biocombustíveis: importância no cenário atual, principais entraves e resultados promissores na Bahia",Maurício Andrade Nascimento
"Microalgas como matéria-prima para biocombustíveis: importância no cenário atual, principais entraves e resultados promissores na Bahia",José Baía Coelho Neto
"Microalgas como matéria-prima para biocombustíveis: importância no cenário atual, principais entraves e resultados promissores na Bahia",Clarivaldo Santos de Sousa
Uma abordagem multivariável para modelagem de robôs móveis omnidirecionais,TP Nascimento
Uma abordagem multivariável para modelagem de robôs móveis omnidirecionais,AL Costa
Uma abordagem multivariável para modelagem de robôs móveis omnidirecionais,CC Paim
Supervisory Control System for Cooperative Agents,Tiago P Nascimento
Supervisory Control System for Cooperative Agents,Ronald S Lima
Supervisory Control System for Cooperative Agents,Oswaldo Ludwig
Supervisory Control System for Cooperative Agents,Lazaro Brito
CurviTrack: Curvilinear Trajectory Tracking for High-Speed Chase of a USV,Parakh M Gupta
CurviTrack: Curvilinear Trajectory Tracking for High-Speed Chase of a USV,Ondřej Procházka
CurviTrack: Curvilinear Trajectory Tracking for High-Speed Chase of a USV,Tiago Nascimento
CurviTrack: Curvilinear Trajectory Tracking for High-Speed Chase of a USV,Martin Saska
Psychiatric Home Hospitalization: The Role of Mental Health Nurses—A Scoping Review,Marisa Soares
Psychiatric Home Hospitalization: The Role of Mental Health Nurses—A Scoping Review,Vânia Martins
Psychiatric Home Hospitalization: The Role of Mental Health Nurses—A Scoping Review,Margarida Tomás
Psychiatric Home Hospitalization: The Role of Mental Health Nurses—A Scoping Review,Luís Sousa
Psychiatric Home Hospitalization: The Role of Mental Health Nurses—A Scoping Review,Tiago Nascimento
Psychiatric Home Hospitalization: The Role of Mental Health Nurses—A Scoping Review,Patrícia Costa
Psychiatric Home Hospitalization: The Role of Mental Health Nurses—A Scoping Review,Graça Quaresma
Psychiatric Home Hospitalization: The Role of Mental Health Nurses—A Scoping Review,Pedro Lucas
Proximal Control of UAVs with Federated Learning for Human-Robot Collaborative Domains,Lucas Nogueira Nobrega
Proximal Control of UAVs with Federated Learning for Human-Robot Collaborative Domains,Ewerton de Oliveira
Proximal Control of UAVs with Federated Learning for Human-Robot Collaborative Domains,Martin Saska
Proximal Control of UAVs with Federated Learning for Human-Robot Collaborative Domains,Tiago Nascimento
Proximal Control of UAVs With Federated Learning for Human-Robot Collaborative Domains,Lucas Nogueira Nobrega
Proximal Control of UAVs With Federated Learning for Human-Robot Collaborative Domains,Ewerton de Oliveira
Proximal Control of UAVs With Federated Learning for Human-Robot Collaborative Domains,Martin Saska
Proximal Control of UAVs With Federated Learning for Human-Robot Collaborative Domains,Tiago Nascimento
Intuitive Human-Robot Interface: A 3-Dimensional Action Recognition and UAV Collaboration Framework,Akash Chaudhary
Intuitive Human-Robot Interface: A 3-Dimensional Action Recognition and UAV Collaboration Framework,Tiago Nascimento
Intuitive Human-Robot Interface: A 3-Dimensional Action Recognition and UAV Collaboration Framework,Martin Saska
A Generalized Thrust Estimation and Control Approach for Multirotors Micro Aerial Vehicles,Davi Santos
A Generalized Thrust Estimation and Control Approach for Multirotors Micro Aerial Vehicles,Martin Saska
A Generalized Thrust Estimation and Control Approach for Multirotors Micro Aerial Vehicles,Tiago Nascimento
Robotics Meets AI and Vision in South America (Topical Collection),Bruno MF Silva
Robotics Meets AI and Vision in South America (Topical Collection),Eduardo Todt
Robotics Meets AI and Vision in South America (Topical Collection),Tiago P Nascimento
Robotics Meets AI and Vision in South America (Topical Collection),Carla da CF Curvelo
Robotics Meets AI and Vision in South America (Topical Collection),Luiz MG Gonçalves
O CUIDADO TRANSICIONAL E AS OPORTUNIDADES PARA O ENVELHECIMENTO ATIVO,Rita Pedrosa
O CUIDADO TRANSICIONAL E AS OPORTUNIDADES PARA O ENVELHECIMENTO ATIVO,Óscar Ferreira
O CUIDADO TRANSICIONAL E AS OPORTUNIDADES PARA O ENVELHECIMENTO ATIVO,Tiago Nascimento
O CUIDADO TRANSICIONAL E AS OPORTUNIDADES PARA O ENVELHECIMENTO ATIVO,Cristina Lavareda Baixinho
and Technology in Nursing,Cristina Lavareda Baixinho
and Technology in Nursing,Andreia Costa
and Technology in Nursing,Tiago Nascimento
and Technology in Nursing,David Loura
and Technology in Nursing,Adriana Henriques
Innovation in nursing education–the perceptions of the undergraduate students,C Baixinho
Innovation in nursing education–the perceptions of the undergraduate students,A Costa
Innovation in nursing education–the perceptions of the undergraduate students,T Nascimento
Innovation in nursing education–the perceptions of the undergraduate students,D Loura
Innovation in nursing education–the perceptions of the undergraduate students,M Henriques
Vision-based K-Nearest Neighbor Approach for Multiple Search and Landing with Energy Constraints,Augusto Sales
Vision-based K-Nearest Neighbor Approach for Multiple Search and Landing with Energy Constraints,Pedro Mira
Vision-based K-Nearest Neighbor Approach for Multiple Search and Landing with Energy Constraints,Wagner Garcia
Vision-based K-Nearest Neighbor Approach for Multiple Search and Landing with Energy Constraints,Ana Maria Nascimento
Vision-based K-Nearest Neighbor Approach for Multiple Search and Landing with Energy Constraints,Thulio Amorim
Vision-based K-Nearest Neighbor Approach for Multiple Search and Landing with Energy Constraints,Tiago Nascimento
Contributos da formação pós-graduada na prevenção das lesões músculo-esqueléticas ligadas ao trabalho: Um focus group,Maria Helena Presado
Contributos da formação pós-graduada na prevenção das lesões músculo-esqueléticas ligadas ao trabalho: Um focus group,Fátima Mendes Marques
Contributos da formação pós-graduada na prevenção das lesões músculo-esqueléticas ligadas ao trabalho: Um focus group,Tiago Nascimento
Contributos da formação pós-graduada na prevenção das lesões músculo-esqueléticas ligadas ao trabalho: Um focus group,Ana Leonor Mineiro
Contributos da formação pós-graduada na prevenção das lesões músculo-esqueléticas ligadas ao trabalho: Um focus group,Mário Cardoso
Contributos da formação pós-graduada na prevenção das lesões músculo-esqueléticas ligadas ao trabalho: Um focus group,Cristina Lavareda Baixinho
Gerir o risco de queda,Cristina Lavareda Baixinho
Gerir o risco de queda,Cristina Marques-Vieira
Gerir o risco de queda,Inês Agostinho
Gerir o risco de queda,Tiago Nascimento
Comparison Between Two Recurrent Multitasking Networks for Robot Relocation,Dunfrey Pires Aragão
Comparison Between Two Recurrent Multitasking Networks for Robot Relocation,Tiago Nascimento
Natalnet Associate Labs,Bruno Marques Ferreira da Silva
Natalnet Associate Labs,Eduardo Todt
Natalnet Associate Labs,Tiago Pereira Nascimento
Natalnet Associate Labs,Davi Henrique dos Santos
Natalnet Associate Labs,Carla da Costa Fernandes Curvelo
Natalnet Associate Labs,João Alberto Fabro
Bem-estar em pessoas idosas institucionalizadas durante a pandemia: Uma revisão integrativa,Helga Rafael Hentiques
Bem-estar em pessoas idosas institucionalizadas durante a pandemia: Uma revisão integrativa,Tiago Nascimento
Bem-estar em pessoas idosas institucionalizadas durante a pandemia: Uma revisão integrativa,Andreia Costa
Bem-estar em pessoas idosas institucionalizadas durante a pandemia: Uma revisão integrativa,Cândida Durão
Bem-estar em pessoas idosas institucionalizadas durante a pandemia: Uma revisão integrativa,Mara Pereira Guerreiro
Bem-estar em pessoas idosas institucionalizadas durante a pandemia: Uma revisão integrativa,Cristina Lavareda Baixinho
Pure Perception Motion Control based on Stochastic Nonlinear Model Predictive Control,Tiago P do Nascimento
Pure Perception Motion Control based on Stochastic Nonlinear Model Predictive Control,Carlos ET Dórea
